"VE_TOTAL","PERSONS","PEDS","NO_LANES","SP_LIMIT","FATALS","DRUNK_DR"
<node height="30.0">
1.0, 2.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 55.0, 1.0, 1.0
3.0, 2.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 1.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 55.0, 1.0, 1.0
3.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
3.0, 4.0, 1.0, 2.0, 55.0, 1.0, 0.0
3.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
3.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 1.0, 3.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 3.0, 1.0, 2.0, 55.0, 1.0, 1.0
2.0, 3.0, 1.0, 2.0, 55.0, 1.0, 0.0
1.0, 3.0, 1.0, 2.0, 55.0, 1.0, 0.0
1.0, 3.0, 1.0, 2.0, 55.0, 1.0, 1.0
1.0, 3.0, 1.0, 2.0, 55.0, 1.0, 1.0
2.0, 3.0, 0.0, 3.0, 55.0, 2.0, 1.0
2.0, 3.0, 0.0, 3.0, 55.0, 2.0, 1.0
1.0, 3.0, 0.0, 2.0, 55.0, 2.0, 1.0
2.0, 3.0, 0.0, 2.0, 55.0, 2.0, 1.0
1.0, 4.0, 0.0, 2.0, 55.0, 2.0, 2.0
1.0, 3.0, 0.0, 2.0, 55.0, 2.0, 2.0
1.0, 4.0, 0.0, 2.0, 55.0, 1.0, 2.0
1.0, 3.0, 0.0, 2.0, 55.0, 1.0, 2.0
2.0, 5.0, 0.0, 2.0, 55.0, 1.0, 3.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 3.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 2.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 2.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 4.0, 0.0, 3.0, 55.0, 1.0, 1.0
3.0, 4.0, 0.0, 3.0, 55.0, 1.0, 1.0
2.0, 5.0, 0.0, 3.0, 55.0, 1.0, 1.0
2.0, 5.0, 0.0, 2.0, 55.0, 1.0, 1.0
2.0, 10.0, 0.0, 2.0, 55.0, 2.0, 0.0
1.0, 10.0, 0.0, 2.0, 55.0, 1.0, 0.0
5.0, 10.0, 0.0, 4.0, 55.0, 1.0, 0.0
5.0, 11.0, 0.0, 2.0, 55.0, 1.0, 0.0
<node height="37.0">
2.0, 19.0, 0.0, 2.0, 55.0, 2.0, 0.0
2.0, 13.0, 0.0, 2.0, 55.0, 1.0, 0.0
2.0, 16.0, 0.0, 2.0, 55.0, 1.0, 0.0
4.0, 25.0, 0.0, 2.0, 70.0, 2.0, 0.0
<node height="40.0">
5.0, 14.0, 0.0, 4.0, 70.0, 1.0, 1.0
5.0, 15.0, 0.0, 6.0, 65.0, 1.0, 0.0
3.0, 11.0, 0.0, 5.0, 65.0, 1.0, 0.0
4.0, 13.0, 0.0, 5.0, 65.0, 1.0, 1.0
5.0, 12.0, 0.0, 4.0, 65.0, 1.0, 0.0
<node height="55.0">
9.0, 22.0, 0.0, 6.0, 65.0, 1.0, 0.0
10.0, 15.0, 0.0, 4.0, 65.0, 1.0, 1.0
